name mass_lei log_L_lei radius_lei mass_true log_L_true radius_true age_true he_class log_he log_he_err log_Teff log_Teff_err log_g log_g_err mass_low mass mass_up log_L_low log_L log_L_up radius_low radius radius_up age_low age age_up mass_max_density log_L_max_density radius_max_density age_max_density
KPD1943+4058 nan nan nan 0.496 nan nan nan nan -2.71 0.16 4.442949869577862 0.004208161764357604 5.52 0.03 0.45153238788754 0.46106217410331624 0.4759565923150405 1.2734355589666853 1.306286873988552 1.342238013222383 0.1864029596720313 0.19200229643641348 0.20118157121860275 8.453145423179919 8.53550798599049 8.586047290824148
PG0014+067 nan nan nan 0.477 nan nan nan nan -1.68 0.1 4.533136288278639 0.004682806794635252 5.772 0.008 0.3854906267719309 0.39912981172995465 0.42936967749291977 1.3505441478762106 1.391759488767442 1.4268849770033782 0.13326599306599532 0.1371501531508642 0.14212567710420393 8.735346873083378 8.847646773396779 8.89900325638158
EC05217-3914 nan nan nan 0.49 nan nan nan nan -3.0 0.1 4.505149978319906 0.02376672195774872 5.73 0.008 0.4427497164474324 0.4555383503207316 0.46573357636512147 1.0574811391329537 1.1318290394908437 1.2237810370882947 0.14779696997857225 0.15289027904290511 0.15688615864519742 8.38839675830185 8.456579301875337 8.546060913716929
PG1605+072 nan nan nan 0.528 nan nan nan nan -2.73 0.05 4.509202522331103 0.004015077736836159 5.226 0.004 0.7175542596731491 0.7581937332027324 0.7993253073968737 2.0064110956013232 2.07357444133306 2.140287369758872 0.3417974908730397 0.3527271266276559 0.36377421321552933 7.8505894253764446 7.9190141578878634 8.01080071138084
KPD1943+4058 nan nan nan 0.496 nan nan nan nan -2.71 0.16 4.442949869577862 0.004208161764357604 5.52 0.03 0.46157626572713145 0.5158499324209507 0.5459916393534937 1.2663159462920608 1.355330261595644 1.4459335523294954 0.19121133944696234 0.22204041350193188 0.2444072928154995 8.22277208608242 8.31861480448296 8.515341284078485
PG0014+067 nan nan nan 0.477 nan nan nan nan -1.68 0.1 4.533136288278639 0.004682806794635252 5.772 0.008 0.3928880979116396 0.41929054339140226 0.46351570738389153 1.3691855367469705 1.4324723823467025 1.506770401366005 0.13484900347526504 0.1435791434886738 0.1548486039806448 8.607958045847404 8.760833483407072 8.871821041063956
EC05217-3914 nan nan nan 0.49 nan nan nan nan -3.0 0.1 4.505149978319906 0.02376672195774872 5.73 0.008 0.35160335581905405 0.37061313794097045 0.43982198639186326 0.5462892571788236 0.7107786810278893 1.082758600172919 0.1352128507027935 0.14389388058541783 0.15297930220829653 8.597448870886913 8.742521496282508 8.840243222334944
EC09582-1137 nan nan nan 0.485 nan nan nan nan -1.68 0.1 4.541641638096808 0.002860483732787016 5.788 0.004 0.3899636921032422 0.4043452222115045 0.4363687466762466 1.3547202210062548 1.408717219158548 1.451990572429385 0.13112894645239462 0.13502848790515817 0.13965621999185882 8.691946533614614 8.819147648059767 8.880780943359126
PG1325+101 nan nan nan 0.499 nan nan nan nan -1.65 0.1 4.544688022302678 0.002717437364812169 5.811 0.004 0.38946489927876976 0.40469224274233195 0.440001223794328 1.3435212046892917 1.3983269567316265 1.4508365178004672 0.12725725527758547 0.13163714205755087 0.1367817951754943 8.717713791334287 8.826789050137663 8.889046121721073
PG1605+072 nan nan nan 0.528 nan nan nan nan -2.73 0.05 4.509202522331103 0.004015077736836159 5.226 0.004 0.6922776917986615 0.7382843991673996 0.7892281498912788 1.932302349330434 2.0106452845484397 2.122285571037822 0.33382384240629204 0.34718506704311075 0.36084164728499835 7.867551900700467 7.936991257564873 8.03859232108968
KPD1943+4058 nan nan nan 0.496 nan nan nan nan -2.71 0.16 4.442949869577862 0.004208161764357604 5.52 0.03 0.5085125204665302 0.5475942272255256 0.5922912048116069 1.40480811813242 1.5374734463864526 1.6709247876993087 0.23821240543783037 0.2681520516230318 0.29422982530346564 8.147933735332275 8.26178225176383 8.397617210504581
PG0014+067 nan nan nan 0.477 nan nan nan nan -1.68 0.1 4.533136288278639 0.04 5.772 0.25 0.433051697919464 0.5869741435213777 0.6936795924880798 1.4982694627959061 1.7412172740926715 1.9396005528322362 0.17340889855259622 0.24080072396334035 0.2836774019842659 4862164.649216579 16470256.505264638 32174506.43919493
