name mass_lei log_L_lei radius_lei mass_true log_L_true radius_true age_true he_class log_he log_he_err log_Teff log_Teff_err log_g log_g_err mass_low mass mass_up
spec-58076-GACII005N56M1_sp08-160.fits 0.4309999942779541 1.443513319323485 0.14399999380111694 nan nan nan nan sdOB -1.337 0.10199999809265137 4.544316141747427 0.006889802000478902 5.758999824523926 0.12600000202655792 0.6774632409238677 0.7100338566349154 0.7211101671534649
spec-56919-EG001605N080655B01_sp13-198.fits 0.31299999356269836 1.3928903207033465 0.18700000643730164 nan nan nan nan sdB -2.786 0.22499999403953552 4.472756449317212 0.002624143826148833 5.390999794006348 0.05299999937415123 0.5871909636214979 0.5910967600621309 0.6613271865369413
spec-57015-M31007N33B1_sp01-234.fits 0.6079999804496765 1.465709936418241 0.26100000739097595 nan nan nan nan sdB -2.272 0.052000001072883606 4.417969642214737 0.0056038775179984845 5.38700008392334 0.032999999821186066 0.517290405586998 0.5202989529749179 0.5339253366255835
spec-58402-HD002045N325440B01_sp07-014.fits 0.421999990940094 1.4188314036613088 0.18799999356269836 nan nan nan nan sdB -2.984 0.004999999888241291 4.47928731647617 0.0015816072109978165 5.519000053405762 0.08399999886751175 0.5899600142328044 0.6614930458989827 0.6648513209090177
spec-57336-M31004N46M1_sp07-056.fits 0.2639999985694885 1.260762844936168 0.1120000034570694 nan nan nan nan sdOB -1.631 0.0860000029206276 4.55351894014897 0.00398826175668833 5.755000114440918 0.0689999982714653 0.590239376339201 0.7116956676816301 0.7179775887531329
spec-56232-M31007N36B1_sp01-223.fits 0.2680000066757202 1.1630122097748297 0.11699999868869781 nan nan nan nan He-sdOB -0.755 0.039000000804662704 4.518645524330312 0.00613992499091086 5.723999977111816 0.041999999433755875 0.46388035099162844 0.5790630754525201 0.5898774312049868
spec-56621-EG002616N034932B01_sp09-073.fits 0.46799999475479126 1.4939596745541812 0.16200000047683716 nan nan nan nan sdB -3.291 0.0 4.5298151966446305 0.0057320825320375055 5.684000015258789 0.0729999989271164 0.2874257090829375 0.31526133022028147 0.33347310588062007
spec-58100-GACII006N52B1_sp09-066.fits 0.6539999842643738 1.7324902589861038 0.19099999964237213 nan nan nan nan sdB -2.817 0.22599999606609344 4.557266528869904 0.005858431468140276 5.664000034332275 0.5759999752044678 0.7160872865995288 0.7226542110779923 0.832477506787175
spec-56551-VB010N27V1_sp10-209.fits 0.5130000114440918 1.2485617413595744 0.19099999964237213 nan nan nan nan sdB -2.439 0.08799999952316284 4.433769833924866 0.008239325216086245 5.578000068664551 0.057999998331069946 0.46377740863506833 0.516324634661022 0.5197689086816214
spec-55907-M31_007N34_B1_sp10-118.fits 0.3659999966621399 1.8519612143746378 0.17000000178813934 nan nan nan nan He-sdOB -0.271 0.06599999964237213 4.608739919068788 0.0029833889385538397 5.552000045776367 0.07000000029802322 0.7823708313044895 0.8023393326214587 0.8244303784291785
spec-57688-HD002813N442340B01_sp06-190.fits 0.2849999964237213 1.2274238959336634 0.10400000214576721 nan nan nan nan sdOB -1.457 0.15299999713897705 4.558468562523795 0.00761522164420092 5.8470001220703125 0.0989999994635582 0.6002990988900877 0.7107686144106602 0.7188214839098673
spec-57017-EG004141N200813B01_sp08-094.fits 0.5699999928474426 1.288651577789465 0.1420000046491623 nan nan nan nan sdB -2.275 0.06400000303983688 4.5082603055123345 0.0033557150568031646 5.890999794006348 0.05700000002980232 0.4625798903758669 0.6743389831246711 0.6772097756858921
spec-56628-VB011N30V2_sp04-225.fits 0.43799999356269836 1.241172786770047 0.14499999582767487 nan nan nan nan sdB -2.237 0.052000001072883606 4.491221576239283 0.003906305003650194 5.75 0.03700000047683716 0.4621105307631989 0.586422958049801 0.5897666015354057
spec-56581-VB013N21V1_sp03-013.fits 0.29499998688697815 1.3066180044398448 0.19200000166893005 nan nan nan nan sdB -2.443 0.19699999690055847 4.44544851426605 0.008938952880905281 5.34499979019165 0.06599999964237213 0.5613952126339714 0.5883742636253255 0.6066019009126763
spec-55907-M31_007N34_B1_sp04-029.fits 0.48500001430511475 1.4804525132809891 0.14900000393390656 nan nan nan nan sdOB -1.541 0.05999999865889549 4.545925329355843 0.0054026586480031055 5.7820000648498535 0.054999999701976776 0.59152728552509 0.7148845638967511 0.7196486339143777
spec-56551-VB010N27V1_sp06-158.fits 0.2409999966621399 0.9779521212014619 0.10100000351667404 nan nan nan nan sdB -1.948 0.13300000131130219 4.502153892871361 0.004486412695141782 5.817999839782715 0.14399999380111694 0.5883993785573022 0.6001741624860734 0.6924893334474547
spec-56255-VB016N38V1_sp10-071.fits 0.9350000023841858 1.3815121747320243 0.14399999380111694 nan nan nan nan sdOB -1.87 0.10400000214576721 4.527372082827612 0.006780991357450687 6.083000183105469 0.09200000017881393 0.6744213766661051 0.7136916015786998 0.7207732674442917
spec-55892-F9202_sp06-211.fits 0.2759999930858612 1.3880834313836485 0.14900000393390656 nan nan nan nan sdOB -1.902 0.09700000286102295 4.522313795156667 0.007757773680710844 5.525000095367432 0.08399999886751175 0.6662193687458279 0.6784195222297077 0.7220504630006856
spec-56287-VB016N33V1_sp02-063.fits 0.5099999904632568 1.3501122800983638 0.21400000154972076 nan nan nan nan sdB -2.89 0.0949999988079071 4.433769833924866 0.003980728895522249 5.482999801635742 0.01899999938905239 0.4640788124121147 0.5165109581762545 0.5187941400855569
spec-56287-VB016N33V1_sp04-147.fits 0.3440000116825104 1.7978904830583489 0.18700000643730164 nan nan nan nan sdOB -1.693 0.14000000059604645 4.57391544042155 0.011770838030946246 5.433000087738037 0.07599999755620956 0.7137879007277882 0.723479296908808 0.8125510511147531
spec-56199-EG010159N023133V_1_sp12-148.fits 0.49300000071525574 1.3023525779195626 0.1940000057220459 nan nan nan nan sdB -2.721 0.052000001072883606 4.443419461782817 0.002806939995345821 5.553999900817871 0.017999999225139618 0.4654037792091545 0.5166659089037147 0.5866806877473769
spec-56255-VB016N38V1_sp01-006.fits 0.527999997138977 1.3708460382359764 0.15600000321865082 nan nan nan nan sdOB -1.635 0.023000000044703484 4.508798965403905 0.0009410501664773421 5.7729997634887695 0.020999999716877937 0.5865941520970079 0.5904466836249426 0.6612117152727648
spec-56620-M31016N43B1_sp01-066.fits 0.42500001192092896 1.4217848452152524 0.25 nan nan nan nan sdB -2.179 0.12399999797344208 4.416474079100221 0.01488968505876653 5.257999897003174 0.07400000095367432 0.5373060700361171 0.563152702739627 0.5992150646364531
spec-58424-GACII018N51M1_sp15-207.fits 0.3440000116825104 1.2113875529368587 0.10700000077486038 nan nan nan nan sdOB -1.468 0.054999999701976776 4.548143637434846 0.0030623063130607695 5.896999835968018 0.07800000160932541 0.590589840751447 0.7111339224083879 0.7185453701277891
spec-55924-M31_016N38_B1_sp08-132.fits 0.4749999940395355 1.4372430611770062 0.2070000022649765 nan nan nan nan sdB -3.44 0.4320000112056732 4.463445031770428 0.002383783587008677 5.486000061035156 0.03200000151991844 0.465535681151114 0.5594705301012594 0.5748084757647515
spec-58078-GACII017N47M1_sp04-248.fits 0.6359999775886536 1.8857794793876148 0.12399999797344208 nan nan nan nan sdO -3.206 0.328000009059906 4.687350569558028 0.007254629375541314 6.057000160217285 0.03799999877810478 0.5955269927934411 0.6012636549722741 0.6053720181638964
spec-57357-EG011407N160800B01_sp01-146.fits 0.7929999828338623 2.2836403888003676 0.2639999985694885 nan nan nan nan sdO -2.143 0.0 4.62490060220449 0.05724447416934156 5.49399995803833 0.10000000149011612 0.2956785492041288 0.3194608679660833 0.33398677401602883
spec-56267-EG011927N271550M01_sp05-242.fits 0.4099999964237213 2.315626130363206 0.15199999511241913 nan nan nan nan He-sdO 0.581 0.12700000405311584 4.7479553069067295 0.010350874818577032 5.683000087738037 0.10000000149011612 0.8226568012014482 0.8290726557379782 0.8332767309510508
spec-55920-F5592001_sp15-234.fits 0.7059999704360962 1.5616737023990064 0.23899999260902405 nan nan nan nan sdB -3.148 0.15299999713897705 4.463295609962003 0.0008957606789968295 5.531000137329102 0.009999999776482582 0.4513868848044678 0.46492099692724037 0.559931609527933
spec-56256-VB018N47V1_sp12-038.fits 0.7269999980926514 2.087330567865698 0.1979999989271164 nan nan nan nan He-sdOB 0.074 0.08799999952316284 4.635182048656268 0.005199996053300791 5.697999954223633 0.11400000005960464 0.7557013442344697 0.8105994188451492 0.8353927695493429
spec-57399-M31021N40B1_sp10-223.fits 0.35199999809265137 1.4392379283321444 0.20900000631809235 nan nan nan nan sdB -2.842 0.09300000220537186 4.460897842756548 0.0031443626822629236 5.3520002365112305 0.020999999716877937 0.5879496457241445 0.5915448798897168 0.6618023448905695
spec-57360-EG012256N315028B01_sp01-132.fits 0.2919999957084656 1.3861242584003117 0.19200000166893005 nan nan nan nan sdB -1.974 0.09000000357627869 4.466274321789292 0.005017389269646574 5.336999893188477 0.04600000008940697 0.5920653906435872 0.6055732332417646 0.6499441420060341
spec-57299-EG013129N152044B01_sp15-074.fits 0.6460000276565552 1.4091381611538638 0.1809999942779541 nan nan nan nan sdB -2.416 0.029999999329447746 4.484157424365381 0.001847761996861498 5.724999904632568 0.012000000104308128 0.4619763290431337 0.4625901628689728 0.5866565179162897
spec-56979-EG014118N254444B01_sp14-156.fits 0.460999995470047 1.5720812571563283 0.24199999868869781 nan nan nan nan sdB -2.442 0.5360000133514404 4.461648568063455 0.01066897825338686 5.328999996185303 0.07999999821186066 0.5797579975674029 0.6211442576046453 0.6705001702345361
spec-57393-M31025N38B2_sp02-195.fits 0.3440000116825104 2.549412826913838 0.20499999821186066 nan nan nan nan He-sdO 0.55 0.12999999523162842 4.744058165878836 0.007374915940512024 5.330999851226807 0.2549999952316284 0.8268868671361859 0.8318039063874711 0.8344876017491667
spec-57709-EG013740N120442V01_sp04-144.fits 0.46399998664855957 1.2310616106149541 0.15800000727176666 nan nan nan nan sdB -2.258 0.05299999937415123 4.471144965160633 0.007421530433210364 5.710999965667725 0.019999999552965164 0.46032680330694287 0.4620620214558267 0.5733553228141447
spec-56561-M31023N33B1_sp06-176.fits 0.4860000014305115 2.012752887491216 0.18199999630451202 nan nan nan nan He-sdB 2.813 0.1459999978542328 4.635684762547222 0.008852295231184837 5.605999946594238 0.15399999916553497 0.5727062238189582 0.6692776088774587 0.6723164561673617
spec-57641-HD014347N555238B01_sp01-095.fits 0.574999988079071 1.9746728537842289 0.1599999964237213 nan nan nan nan sdO -2.336 0.09600000083446503 4.652246341003323 0.005000788880393241 5.789000034332275 0.4189999997615814 0.7205599953584839 0.7985084464618185 0.8011343677979387
spec-55907-M31_021N30_B1_sp13-190.fits 0.43299999833106995 1.1181654852431238 0.14900000393390656 nan nan nan nan sdB -1.73 0.04699999839067459 4.455149521179828 0.004092143698254066 5.736000061035156 0.028999999165534973 0.46044973088779884 0.46213324688450547 0.4659113921268063
spec-57282-M31025N35B1_sp13-006.fits 0.44699999690055847 0.8755242639493087 0.10300000011920929 nan nan nan nan sdB -2.665 0.22499999403953552 4.4750898033890065 0.006209469943849121 6.063000202178955 0.08399999886751175 0.4570254041999331 0.46353425810620374 0.5867354798774227
spec-57675-HD014236N482459V01_sp13-129.fits 0.5709999799728394 1.5690460164459004 0.1770000010728836 nan nan nan nan sdB -2.001 0.06499999761581421 4.529558673021163 0.0012811055953573598 5.702000141143799 0.039000000804662704 0.5893594053099144 0.6741696924539705 0.6766785606281008
spec-58135-GACII029N40B1_sp15-191.fits 0.24500000476837158 1.39123512565331 0.11699999868869781 nan nan nan nan sdO -3.178 0.03500000014901161 4.574725583594073 0.0020763122348392 5.691999912261963 0.028999999165534973 0.7198604805337472 0.7985277852462561 0.7998269560272157
spec-57326-EG015109N203051B01_sp09-232.fits 0.7540000081062317 1.5823702165498001 0.17399999499320984 nan nan nan nan sdOB -1.539 0.07400000095367432 4.5394524915494605 0.009182568265290769 5.830999851226807 0.13500000536441803 0.6918356052066826 0.7154238368276835 0.7211184972401388
spec-57328-HD020325N544136B01_sp03-127.fits 0.1589999943971634 2.1995686976731155 0.15800000727176666 nan nan nan nan sdO -2.306 0.11500000208616257 4.710117365111817 0.02866319337255286 5.24399995803833 0.03700000047683716 0.7220142670826457 0.8149131134445781 0.8331164121463537
spec-56641-VB032N44V1_sp10-229.fits 0.6389999985694885 2.053320504794366 0.18199999630451202 nan nan nan nan He-sdOB 1.511 0.6610000133514404 4.643156465619707 0.011597467633223977 5.716000080108643 0.15700000524520874 0.670469769243384 0.7381530855310323 0.7921922518580291
spec-55910-B91003_sp02-097.fits 0.5509999990463257 1.3658248068593644 0.19200000166893005 nan nan nan nan sdB -2.47 0.1120000034570694 4.4611982886224935 0.008770920877466247 5.616000175476074 0.06700000166893005 0.5166619299116748 0.5867763368886862 0.5902245785353585
spec-57030-M31028N29B2_sp13-054.fits 0.24500000476837158 1.017992737766433 0.12200000137090683 nan nan nan nan sdB -4.54 0.9380000233650208 4.471144965160633 0.0008797325396484105 5.651000022888184 0.017999999225139618 0.4284519562784608 0.5173393152860539 0.5287945733987557
spec-57051-HD020220N465033V01_sp08-165.fits 0.6690000295639038 1.6899833122532595 0.32199999690055847 nan nan nan nan sdB -1.602 0.03400000184774399 4.429752280002408 0.0016114841565792889 5.248000144958496 0.03200000151991844 0.5606725739773939 0.5757756869245332 0.6176385030748074
spec-57760-HD021554N364614B01_sp14-015.fits 0.42500001192092896 1.367635419790511 0.21199999749660492 nan nan nan nan sdB -2.847 0.12099999934434891 4.441380884916511 0.003444314593236347 5.413000106811523 0.03200000151991844 0.5167958324479763 0.520052246113798 0.5744566954463906
spec-57328-HD020325N544136B01_sp04-124.fits 0.6439999938011169 2.202343891495285 0.3580000102519989 nan nan nan nan sdOB -1.563 0.03999999910593033 4.537441283407948 0.019222978714620902 5.127999782562256 0.07100000232458115 0.7520686923613553 0.7947835442755538 0.8298951484906096
spec-56257-VB031N41V1_sp12-135.fits 0.5450000166893005 1.3994833515044525 0.2370000034570694 nan nan nan nan sdB -2.626 0.18700000643730164 4.424391554410278 0.0058447990012329525 5.425000190734863 0.04899999871850014 0.517488168863792 0.5203878810207037 0.5476464055760791
spec-57025-EG020648N012631V01_sp09-126.fits 0.3790000081062317 1.9208639182299914 0.164000004529953 nan nan nan nan He-sdOB 0.385 0.0989999994635582 4.63286204010023 0.005127740684455364 5.5929999351501465 0.10899999737739563 0.7182093674312593 0.7698808976036722 0.8042386961259511
spec-57025-EG020648N012631B01_sp13-234.fits 0.30300000309944153 1.2430132311496778 0.13899999856948853 nan nan nan nan sdB -2.712 0.12099999934434891 4.5003737143533735 0.005047613229907057 5.630000114440918 0.024000000208616257 0.46217521390215277 0.46773049026862373 0.5884167826827882
spec-57327-EG022114N232535B01_sp10-233.fits 0.3019999861717224 0.9360107957152096 0.13899999856948853 nan nan nan nan sdB -3.159 0.2280000001192093 4.424881636631067 0.0039008748658874485 5.629000186920166 0.04100000113248825 0.46212445478297975 0.51653756520206 0.5189777105139606
spec-58107-GACII033N47M1_sp11-098.fits 0.5220000147819519 1.496085134397702 0.13199999928474426 nan nan nan nan sdOB -1.469 0.09399999678134918 4.573103783163991 0.005420822111002085 5.90500020980835 0.041999999433755875 0.6758391332024419 0.7148531825256088 0.7203179497741359
spec-57400-HD021125N313135B01_sp07-157.fits 0.35899999737739563 0.8612953935266958 0.15199999511241913 nan nan nan nan sdB -3.653 0.23100000619888306 4.385069776331934 0.0016075076289029705 5.632999897003174 0.014000000432133675 0.3405565228611252 0.42389378514394027 0.4269901408114099
spec-58100-HD020840N420946B01_sp12-124.fits 0.3959999978542328 1.497040282255931 0.14499999582767487 nan nan nan nan sdOB -1.502 0.03700000047683716 4.555578072772955 0.016014310588352218 5.706999778747559 0.028999999165534973 0.4620166834797689 0.5866183090192567 0.7186769275723134
spec-56597-VB031N27V2_sp13-178.fits 0.6489999890327454 1.3677471689502072 0.1469999998807907 nan nan nan nan sdOB -1.613 0.03099999949336052 4.520090328112842 0.0014400131658684817 5.921999931335449 0.03799999877810478 0.5898225210114668 0.6742067819357412 0.6758828786129188
spec-57327-EG022114N232535B01_sp15-205.fits 0.24799999594688416 1.7583364873309786 0.1599999964237213 nan nan nan nan He-sdB 2.032 0.03799999877810478 4.600537294364469 0.007346449992521118 5.418000221252441 0.3709999918937683 0.5277358439586313 0.5292666366181639 0.5299522975348894
spec-58398-GACII038N55M1_sp02-180.fits 0.5210000276565552 1.3250433474037042 0.20399999618530273 nan nan nan nan sdB -2.783 0.5360000133514404 4.440594261839831 0.005165574648800058 5.541999816894531 0.0860000029206276 0.48181659480037375 0.5242232461344001 0.5549014865453221
spec-57327-EG022114N232535B01_sp08-221.fits 0.34700000286102295 1.3475056494759026 0.11500000208616257 nan nan nan nan sdOB -1.012 0.054999999701976776 4.568319085095112 0.004320211947701509 5.86299991607666 0.057999998331069946 0.5898915453740863 0.7098097466241516 0.7183314689763142
spec-57327-EG022114N232535B01_sp09-016.fits 0.16300000250339508 2.0194652481716484 0.12300000339746475 nan nan nan nan sdO -1.924 0.04899999871850014 4.721315880605899 0.011238699245532995 5.464000225067139 0.08100000023841858 0.7205672661137887 0.7988443205592723 0.8156738192353459
spec-58124-GACII038N29M1_sp01-227.fits 0.18400000035762787 1.6576389846160815 0.0989999994635582 nan nan nan nan sdO -2.776 0.29100000858306885 4.678062904974345 0.012576106741622102 5.710999965667725 0.017999999225139618 0.7071475276943071 0.7212744476352593 0.7992369724110712
spec-58137-HD022353N335128B01_sp06-097.fits 0.4790000021457672 0.9577509108772793 0.17800000309944153 nan nan nan nan sdB -2.804 0.012000000104308128 4.375114684692225 0.004915563275605662 5.618000030517578 0.026000000536441803 0.337818796200518 0.4217565621668316 0.4272946040525055
spec-56616-VB035N42V2_sp12-223.fits 0.4090000092983246 1.401590072406656 0.1420000046491623 nan nan nan nan sdOB -1.71 0.039000000804662704 4.53655844257153 0.007137189737714678 5.744999885559082 0.0560000017285347 0.6055146794081316 0.7170881351726519 0.7206805243003117
spec-56609-VB035N38V1_sp06-221.fits 0.12099999934434891 1.0232524596337116 0.0860000029206276 nan nan nan nan He-sdOB 0.283 0.7620000243186951 4.5513279880038455 0.011202780858415471 5.656000137329102 0.11999999731779099 0.5341345959268607 0.6052508512297239 0.6717983890965149
spec-57300-EG024123N083137B01_sp10-005.fits 0.2709999978542328 1.2916352070879007 0.16599999368190765 nan nan nan nan sdB -2.391 0.07000000029802322 4.474653253362063 0.0015985426449708227 5.431000232696533 0.029999999329447746 0.5864781433402182 0.5872709957559089 0.6604994882407734
spec-56568-EG023131N032619B01_sp13-016.fits 0.3009999990463257 2.9565353119523348 0.2290000021457672 nan nan nan nan He-sdO 0.188 0.0820000022649765 4.818687663441514 0.008293673470479976 5.189000129699707 0.15700000524520874 0.8287148175673273 0.830645882304279 0.8325922356446177
spec-57031-EG024121N042539B01_sp09-213.fits 0.574999988079071 1.2974103088973914 0.12300000339746475 nan nan nan nan He-sdOB 0.094 0.03099999949336052 4.541454428747589 0.00137099821159091 6.02400016784668 0.026000000536441803 0.4272581041192097 0.4386765010146923 0.54766767776996
spec-57039-EG024027N133137V01_sp08-084.fits 0.40299999713897705 1.6774974529135753 0.2240000069141388 nan nan nan nan sdB -1.535 0.023000000044703484 4.506775536606643 0.0017541823646432 5.3429999351501465 0.012000000104308128 0.5910267604775274 0.6933046661374287 0.7362067317566454
spec-56255-VB041N35V2_sp12-150.fits 0.8629999756813049 2.005733756688483 0.17800000309944153 nan nan nan nan He-sdOB 0.516 0.028999999165534973 4.638688886690123 0.0020905906547335324 5.892000198364258 0.13300000131130219 0.8069701403814805 0.8190995938147757 0.8329490526785298
spec-58495-HD024803N513305B02_sp01-194.fits 0.3230000138282776 1.310438394815848 0.15700000524520874 nan nan nan nan sdB -3.008 0.7940000295639038 4.491921712586151 0.0022328814322919565 5.559999942779541 0.03500000014901161 0.5367061558023359 0.5822204959454763 0.5910610473251621
spec-57367-EG025805N204007M01_sp07-175.fits 0.4259999990463257 1.505367071292136 0.20600000023841858 nan nan nan nan sdB -3.74 0.0 4.480581786829169 0.0021489132507739347 5.434000015258789 0.03400000184774399 0.2963426520877169 0.32003021709105495 0.3341543926220776
spec-57304-EG025335S013827B01_sp06-216.fits 0.45899999141693115 1.373059196491903 0.2240000069141388 nan nan nan nan sdB -2.46 0.04899999871850014 4.4284587735155805 0.0037084959270081252 5.39300012588501 0.023000000044703484 0.5169290495933268 0.5202876493152767 0.5601000338938867
spec-56576-GAC046N36B1_sp03-129.fits 0.2290000021457672 1.725437895061442 0.12200000137090683 nan nan nan nan sdO -2.545 0.23100000619888306 4.648652695131223 0.0162711983068588 5.626999855041504 0.11400000005960464 0.7190276980828827 0.7968401196548067 0.8031893040686001
spec-56930-GAC045N28M1_sp04-157.fits 0.28299999237060547 1.2459073016276765 0.10199999809265137 nan nan nan nan sdOB -1.595 0.05400000140070915 4.569022586029564 0.002686245779123983 5.868000030517578 0.07100000232458115 0.7189887392684574 0.7244452845800352 0.8002156395191098
spec-57401-EG031827N151038B01_sp03-078.fits 0.34299999475479126 1.7966991922678832 0.14800000190734863 nan nan nan nan He-sdOB 1.322 0.04800000041723251 4.624385241420265 0.0018524437266353082 5.630000114440918 0.024000000208616257 0.6999960367677415 0.7056971589915122 0.7097413949145155
spec-58081-HD030252N470637B02_sp06-145.fits 0.4129999876022339 2.079918919821658 0.23499999940395355 nan nan nan nan sdO -2.812 0.23399999737739563 4.597146487833696 0.005781225025493932 5.314000129699707 0.04500000178813934 0.7206466809574167 0.7242400320439849 0.8156872976919806
spec-56239-GAC049N32B1_sp04-053.fits 0.6620000004768372 1.383240712265224 0.14000000059604645 nan nan nan nan sdOB -1.617 0.05400000140070915 4.534660575828444 0.0029066813242308066 5.9730000495910645 0.04699999839067459 0.5926217504880591 0.7185809787351668 0.720293272549814
spec-58103-GACII049N44M1_sp05-109.fits 0.3580000102519989 0.8211203237768238 0.10599999874830246 nan nan nan nan sdB -3.157 0.14100000262260437 4.45408227073109 0.002587358692667547 5.936999797821045 0.024000000208616257 0.33734167469453824 0.4574018978168679 0.46204773769459156
spec-57415-EG031956N084159B01_sp08-170.fits 0.3569999933242798 1.3633675029434862 0.1420000046491623 nan nan nan nan sdOB -1.735 0.05299999937415123 4.526468512469477 0.00654051002600802 5.688000202178955 0.07100000232458115 0.6747323239187076 0.6796594711899255 0.7209648749722095
