name mass_lei log_L_lei radius_lei mass_true log_L_true radius_true age_true he_class log_he log_he_err log_Teff log_Teff_err log_g log_g_err mass_low mass mass_up log_L_low log_L log_L_up radius_low radius radius_up age_low age age_up mass_max_density log_L_max_density radius_max_density age_max_density
star11 nan nan nan 0.5278433960728282 1.974024291182941 7.676674194555734 8.404992102102444 nan -0.6021149003235132 0.1 3.812246098666984 0.013 2.390226501461192 0.1 0.24928240761803822 0.545181703060337 0.683673324770186 1.698831237622584 1.81472081073238 2.00787012628514 0.07957340914178795 0.2670878318349192 0.42705791289819317 8.215948171339763 8.412641641243232 8.529824242361052 0.23574933692000277 1.7905705125916471 0.509866256842591 8.44747678696166
star12 nan nan nan 0.4920926251804527 1.2938853971820743 0.13535151845467364 8.412453800287127 nan 0.35200748393563575 0.1 4.519066363572596 0.013 5.867188219146249 0.1 0.4098564376347516 0.4681990456675786 0.5216761962077406 1.195441593895258 1.3157904888998608 1.4386263867912545 0.12073090550493919 0.1382374940428835 0.1586592783269113 8.350345224838716 8.471538740716067 8.62590633837799 0.4714916288716229 1.311324289695147 0.13442977728765015 8.418555660833936
star13 nan nan nan 0.5047564257234457 1.3188226494249202 0.11979398038973564 8.347983711171091 nan 0.9070946866557834 0.1 4.5518147450690245 0.013 5.984279492794777 0.1 0.4281100907805879 0.49223667052672426 0.5577601976982033 1.2400235091899157 1.3529206826097337 1.4881471655972593 0.1154566136053909 0.13436374098880643 0.16221310978758732 8.29658441183991 8.422631516814388 8.66218935216872 0.47062096923904484 1.3295390412695585 0.12477751115847568 8.326871219961129
star14 nan nan nan 0.5681615457647644 1.9835228198188188 2.7600617664773512 8.475144497927749 nan -0.7781872180347674 0.1 4.036747884836204 0.013 3.310701861619557 0.1 0.404845726066656 0.5461516059204244 0.6086745222248832 1.5712094210461336 1.7275746784490658 1.8012539393511484 0.18173987420212204 0.44270385002366336 0.503704632309141 8.373513708206708 8.462494697540777 8.572861409893466 0.5754248702350542 1.7409527808175165 0.5020184316300901 8.458204484101735
star15 nan nan nan 0.5125527303309678 1.4780420830306675 0.14328383660884786 8.40243024531675 nan 0.9072593368990939 0.1 4.552738500295167 0.013 5.83541177503974 0.1 0.4466179059381708 0.5030672748722543 0.5636601621821961 1.317405442815729 1.4621700618553584 1.5876154585817939 0.13519372452636155 0.15545368362641082 0.22211984881893937 8.350035558743475 8.465141649375154 8.585945704509475 0.48639955045599503 1.4750556145091451 0.14471156553518283 8.432444691517492
star16 nan nan nan 0.5458825886399468 1.6929871292453758 0.4282920267279012 8.417941956026572 nan -0.6020873565046505 0.1 4.368703368015898 0.013 4.911686890750732 0.1 0.4602193626681169 0.5302314307552781 0.5980666647477565 1.5235517369730434 1.6476450101768063 1.7630066836564093 0.31792302783323945 0.3731262513188065 0.4200919248452111 8.269911051011109 8.340248137575102 8.45700464308117 0.556415100306462 1.6805257239647666 0.38297759324842884 8.326114382780803
star17 nan nan nan 0.5419129802262441 1.6944253197220838 0.3834163494390532 8.392041443275266 nan -1.2041253062727137 0.1 4.393097596415465 0.013 5.004655925134015 0.1 0.49314408640089497 0.5579248804257287 0.6278492314812696 1.5848911072696688 1.6972995329365759 1.8173002423313684 0.32212911574691805 0.3690646527038727 0.41705320879358404 8.073121333920607 8.255231039999739 8.41259034421299 0.5490223069224343 1.6883799651582603 0.3673396336992443 8.289946850095772
star18 nan nan nan 0.5613153537241602 1.4837177160419055 0.1605906608866496 8.195861651510294 nan -5.396929272143013e-05 0.1 4.529395866752612 0.013 5.7758339782323045 0.1 0.43990439469667897 0.5000664321264361 0.5700460919589779 1.3213906090467065 1.4409198089140025 1.5567555679658556 0.14132618221435328 0.16195867536957181 0.1851818800278752 8.25420529163179 8.401748999622185 8.578921070007539 0.4875167231987576 1.4487125058167052 0.15880400560857683 8.322212321091776
star19 nan nan nan 0.570328245981875 1.6632357872831305 0.288480186126754 8.278709055931765 nan -0.9700401675163487 0.1 4.447077532460921 0.013 5.273960529048732 0.1 0.49522252067499073 0.5556119067043892 0.6270379002723967 1.5106007195454483 1.6344269930591613 1.7523316823598134 0.2560154933382226 0.2884703649017396 0.32522491778277707 8.204952941457716 8.355715449408525 8.474134539779254 0.545344362145659 1.6503324171204699 0.2860773939417345 8.38829147949178
star20 nan nan nan 0.583366375800255 1.575987347033594 0.1901926879224368 8.16140499392901 nan -0.6020612402280072 0.1 4.51572650909179 0.013 5.64562138845372 0.1 0.4866721930836643 0.5518700307088051 0.6169838773103768 1.4169794136790597 1.548291775756101 1.6572852825870135 0.1732055054983319 0.19778663481794267 0.22551129071214762 8.189122826033723 8.353308822475748 8.506378799490836 0.5500824596714302 1.593922167940109 0.18942589055516718 8.441547626321261
star21 nan nan nan 0.5976759124136658 1.8234379178831512 0.2903234068692553 8.25915124934431 nan -0.7781546404900146 0.1 4.48574503412575 0.013 5.288769277406578 0.1 0.5098794291859908 0.5689290868063688 0.6328067958161782 1.6719849137302163 1.7941759102824593 1.9013673452242952 0.25039913621036697 0.28356553349576435 0.3184197918954343 8.183958976221692 8.318071803482418 8.423131098396091 0.5592015100792147 1.8146237569416952 0.2755630690445755 8.345347896508986
star22 nan nan nan 0.6113355847896136 1.8773287277592647 0.3332701414751054 8.238659995036517 nan -1.2041211922687274 0.1 4.4692605594474 0.013 5.178754491662496 0.1 0.5261558948954386 0.5992038644895041 0.6757263993396285 1.6990149263754233 1.8354490440122622 1.9521290149650288 0.2771696079092687 0.3177321802315905 0.3599502447194936 8.081993997401455 8.236931864828595 8.375097795733454 0.5927872600556174 1.8566774081197845 0.3158423740104167 8.318589861569071
star23 nan nan nan 0.6280256656906141 1.7360753605742407 0.2833046726029519 8.116163044559336 nan -0.7781567571045619 0.1 4.469218551831398 0.013 5.33153754485256 0.1 0.47977887890186904 0.5429073306647497 0.6074081169734594 1.5413253745639497 1.6640206482925286 1.7860718858975582 0.24317283245020663 0.2761905782785873 0.30873169983511645 8.201955085542435 8.345885116715378 8.459338293823453 0.5387876473471879 1.6705432249852032 0.28127305181757556 8.409673898147274
star24 nan nan nan 0.645405913460958 1.9892916778425689 0.37797532374420406 8.19482752651776 nan -0.7781614109683028 0.1 4.469917776047747 0.013 5.092973672184272 0.1 0.5577496318675828 0.6168263797776644 0.6777407469875221 1.7947852602294858 1.9095460617371256 2.0069721901395248 0.2989836864615242 0.34514690584136354 0.3878255151419564 8.08918240116875 8.181302668389481 8.312316569974255 0.6093063514097864 1.9373669499275468 0.3563321140552901 8.125297367534552
star25 nan nan nan 0.6627324356421013 1.8003757011754724 0.2866444854179068 8.04938182546397 nan -0.6020760842364928 0.1 4.482748710196691 0.013 5.3447186716625374 0.1 0.48283695704612417 0.5485086009604918 0.6211637589787156 1.6204252062842135 1.745838172566382 1.870151940810489 0.23596781827855368 0.26812123837279855 0.30141490771751905 8.134280041300709 8.290109219471727 8.414036577164804 0.5392313434079623 1.7471915713994224 0.2657118911454794 8.304121114764637
star26 nan nan nan 0.6719589670069289 1.7872412596791696 0.2280682009478223 7.996276358081847 nan -0.6020640903223872 0.1 4.529104526969756 0.013 5.549280907562116 0.1 0.5068557658937332 0.5711519035805717 0.638724474701617 1.5881116947620835 1.6955590986341762 1.8042877768499446 0.19649440436443405 0.22300866682343384 0.25015735034029496 8.139758769276156 8.278733760811045 8.422813417399217 0.5613531458618097 1.6914733700552467 0.22108695092677128 8.408208851898898
star27 nan nan nan 0.6858977892567218 2.070452048416722 0.2905407601159305 8.11500505546147 nan -0.6020643770058985 0.1 4.547336058335615 0.013 5.347912893569541 0.1 0.562410515874912 0.6169072440286458 0.6776321754367216 1.861842610995317 1.9812794593594374 2.0712669696468096 0.24936909137471625 0.27994924472202937 0.3080733302958204 8.118493784430157 8.204163743994187 8.311937605974801 0.6078045328527946 2.004685345994635 0.2821456586900972 8.181021558192239
star28 nan nan nan 0.7033868657290232 2.1199895309494745 0.2905221244041259 8.095428584304118 nan -0.42597944477610006 0.1 4.559734357559015 0.013 5.358903459380937 0.1 0.6058144644480818 0.6810999405136103 0.7588595296592135 1.9391923746926756 2.069101710611499 2.189431791679448 0.25472977573465033 0.28779539471443333 0.3241127368099588 8.002027578458922 8.128313456106294 8.27476372899963 0.6758268543197891 2.075016812544396 0.2842569719366703 8.122917600618752
star29 nan nan nan 0.7255045063365373 2.0645397685785696 0.2443455892441816 8.028770937321463 nan -3.325287014172649e-05 0.1 4.58345927064966 0.013 5.522698733915879 0.1 0.552032379093444 0.6270095631011633 0.7061286227382467 1.8284807831919894 1.978984748310089 2.0934529227502634 0.1974852936073049 0.22324371245990882 0.24919360804122617 8.069116238216932 8.189688133015304 8.318495682816234 0.6114215479153444 2.013265135996274 0.22288953955520763 8.170757971565338
star30 nan nan nan 0.7298067751836618 2.13362685436116 0.2261775461156388 8.035773581492913 nan -1.4795216786764541e-06 0.1 4.617508550054316 0.013 5.592376542263778 0.1 0.5347815443682475 0.6381508384346628 0.7361280740181892 1.862891004831073 2.016194884028882 2.1699385563702664 0.19403461324480087 0.22588535034346413 0.2554871107603174 8.026824425942825 8.175795160137037 8.38016098701113 0.6338737216268497 1.997832357693445 0.23007326553152407 8.135177089743578
star31 nan nan nan 0.7512805572723309 2.1369653920301483 0.24942609053022172 7.995222323239439 nan -2.5591455769067292e-05 0.1 4.597096988590533 0.013 5.51998601758895 0.1 0.5469609506654656 0.6294443347639912 0.707843273204023 1.7836425731257348 1.9655049953092556 2.114647413136932 0.19944726358472437 0.2232052262402023 0.25021359811353777 8.033521256016337 8.16335823235368 8.29308555885347 0.6396805340750821 2.051003177970035 0.2182181741440939 8.13501556859661
star32 nan nan nan 0.767657433376634 2.042125313081009 0.28123004563540044 7.902922716487226 nan -0.42598189186320035 0.1 4.547327050036789 0.013 5.425111652275182 0.1 0.5269219648964814 0.6162394540659969 0.7060871661604524 1.7829302873979467 1.933220685953093 2.067804066383572 0.24789855431208876 0.28287300649655767 0.31653862679903744 8.049102289589968 8.202301961147802 8.329052987941443 0.6006849536367931 1.9592463937216564 0.29359802084992115 8.22934389940862
star33 nan nan nan 0.7862815324914377 2.0532954614716226 0.5668553572181457 7.869993637943059 nan -1.2041277027620652 0.1 4.397914318096037 0.013 4.826701191935136 0.1 0.5321655071591046 0.6017354842047895 0.6657253291115814 1.797349408094221 1.9439256418561943 2.0487483059836693 0.3524386561256122 0.41574728363349817 0.4588429510859149 8.042379786902439 8.157603839129973 8.28430092771645 0.6031029340328116 1.9697915071185963 0.45816294845275407 8.113223732763062
star34 nan nan nan 0.8036430408865728 2.0648443136170034 0.4488414119774664 7.834620949641261 nan -1.0122425461029154 0.1 4.451491198879573 0.013 5.038944975779325 0.1 0.5218658741872721 0.5975109302984274 0.6786646738723211 1.7973711014299294 1.9425783563293018 2.0582749230933888 0.32630302113915577 0.373874223874886 0.4190653331459618 8.020569549336543 8.194139842015886 8.315320355065541 0.587366092079138 1.9640667886840184 0.37331549312389245 8.208833661672287
star35 nan nan nan 0.8153451803682925 2.2295570996955534 0.5223840955318105 7.902078225798602 nan -1.012240154866645 0.1 4.459720882371096 0.013 4.913429243725256 0.1 0.5546314684107302 0.6401457715627059 0.7171271859279883 1.9095543867893479 2.07726307002722 2.198873190766023 0.34831701405836485 0.4060875298484442 0.4491012227554987 8.029172761589487 8.147774318826274 8.282613452677163 0.6503007725811191 2.1313086093940843 0.41581870365753293 8.13717964604835
star36 nan nan nan 0.844339429769555 2.162364154627048 0.6106177789570424 7.818584476774942 nan -0.9700477514372402 0.1 4.409032896481969 0.013 4.7930458077204925 0.1 0.5271943668316472 0.6012451928169791 0.667008480996264 1.83343436561014 1.9829400259990706 2.1006888716878254 0.3541863874149599 0.4178464731273044 0.46501112188583654 8.0007293277979 8.12603737864064 8.250284894400743 0.6238290708902248 2.0075079668565072 0.4735442458997021 8.1148233924803
star37 nan nan nan 0.8412649400557252 2.4119276407090537 0.309933254057336 7.915826806048803 nan -1.2041201775441317 0.1 4.618674402588613 0.013 5.3804640651721005 0.1 0.5646905392106464 0.6395440333338978 0.7179032151129154 1.8914296483283928 2.145266399849987 2.283113425614102 0.2480874865489195 0.27740199921970815 0.30592490339105655 7.940763548076061 8.064815624243176 8.153458084319935 0.6196539567879125 2.2162752224662805 0.2786154303278108 7.944391850644474
spec-57360-EG000325N203955B01_sp16-105.fits 0.4169999957084656 1.2840696117100832 0.17599999904632568 nan nan nan nan sdB -2.679 0.09700000286102295 4.459543258280413 0.00420046296664621 5.572000026702881 0.03200000151991844 0.2492030158847481 0.5178100073356815 0.6577146970238291 1.4677309867068642 1.675791630361361 1.7884329134096364 0.14003706581705408 0.21074148641022702 0.29214940721171295 8.281384901113892 8.447549703304679 8.558131702377542 0.2373635334934816 1.7143824455409873 0.1953577820514813 8.49194610077209
spec-56214-EG000024N121601B01_sp05-009.fits 0.3970000147819519 1.2413472172381992 0.19099999964237213 nan nan nan nan sdB -2.697 0.057999998331069946 4.431846045698726 0.003361057542022175 5.4770002365112305 0.01600000075995922 0.24595839860287064 0.5748066863814099 0.7231902795114448 1.540369835337649 1.7161269390437073 1.8229032496745987 0.1338583484707237 0.2267309091243293 0.3097744196807304 8.3011902893324 8.460766615086394 8.572739414016054 0.23304406344397366 1.7361323236891053 0.22592347367302634 8.474740711937372
spec-57360-EG000325N203955B01_sp05-170.fits 0.7689999938011169 1.6854192559887806 0.2329999953508377 nan nan nan nan sdB -3.586 0.4740000069141388 4.499136994537383 0.006148679606749626 5.581999778747559 0.06400000303983688 0.4371238675665721 0.5034523032534427 0.5679456397380258 1.4511198091332442 1.5778017929574197 1.660353761740359 0.1867212885810314 0.21762404301459157 0.2542281983237266 8.135916768055022 8.199695106230992 8.49643636946528 0.49927622673378425 1.5808335072609276 0.21450675872671443 8.146028588890447
spec-57733-EG000006N255311V01_sp12-073.fits 0.4659999907016754 1.2871744603745017 0.18799999356269836 nan nan nan nan sdB -2.762 0.04399999976158142 4.447158031342219 0.0013937078593588266 5.560999870300293 0.03200000151991844 0.2413690760183107 0.4474741953948226 0.6694872547707584 1.6260389879999282 1.7433627695218674 1.9120710000524945 0.16845913403863422 0.2517661188005623 0.3404049869392473 8.287578919942062 8.4348031984197 8.573447616195995 0.23023189504876518 1.739374417646815 0.24820381517772694 8.43578668179746
spec-58109-EG001532N132509V01_sp14-193.fits 0.3330000042915344 1.3799759351326217 0.18799999356269836 nan nan nan nan sdB -1.898 0.03799999877810478 4.4707044297227885 0.0017594668842013566 5.4120001792907715 0.013000000268220901 0.24040576210119824 0.4511759148071798 0.6152076090394663 1.6056017202622737 1.7270730819148303 1.8289091160737292 0.18632963668230987 0.2566183357149889 0.3086680164148363 8.272727565558212 8.43787386494704 8.562585053628439 0.23522484375941577 1.7274221432687793 0.2663797683223784 8.447649931967073
spec-58043-GACII000N48B1_sp09-050.fits 0.39500001072883606 1.1549714415444712 0.17800000309944153 nan nan nan nan sdB -2.612 0.10599999874830246 4.425534220498263 0.011264289733540014 5.53000020980835 0.07900000363588333 0.3834672307660733 0.48222711889821135 0.5549866932134568 1.2510904962790792 1.4065383933325448 1.6488356410526512 0.181825288211982 0.2170657087985013 0.251917510665563 8.288310789299786 8.38368321671778 8.504237786220628 0.49485650791427443 1.3801256438319371 0.2167782700884997 8.317656896767158
spec-56214-EG000024N121601B01_sp13-068.fits 0.7020000219345093 1.2752652731070075 0.13899999856948853 nan nan nan nan sdB -2.256 0.12600000202655792 4.5082603055123345 0.0044240907048290964 6.002999782562256 0.07999999821186066 0.34902540882063604 0.518700335060365 0.6273971452839313 1.5886769399990428 1.7356037971087583 1.8352631455820756 0.15880789629860784 0.197538754137448 0.2565814061305016 8.12067821869808 8.30062708652506 8.476041506739907 0.5515590626645448 1.7588359200412103 0.16989199578200403 8.130945148409324
spec-57300-EG001751N201337B01_sp10-161.fits 0.3930000066757202 1.282961803534335 0.19699999690055847 nan nan nan nan sdB -2.841 0.07999999821186066 4.436321700139733 0.002695028247779504 5.445000171661377 0.02800000086426735 0.24200235642510612 0.47418278230224153 0.6870496722257637 1.5635035898551062 1.7211711472615365 1.8062348724600388 0.18671700928800644 0.24247235885284277 0.30420997785448733 8.322202068863358 8.43879172821005 8.530898934638495 0.23661390483076927 1.7378421270675513 0.23899816722982092 8.449771289228366
spec-58043-GACII000N48B1_sp07-055.fits 0.3370000123977661 2.191803002447343 0.20399999618530273 nan nan nan nan He-sdOB 0.91 0.22599999606609344 4.654272827097711 0.004024823210479333 5.340000152587891 0.03999999910593033 0.35471230707094065 0.5221118872249405 0.6235054988025208 1.7065256853964517 1.8436305567942466 2.371506863238683 0.22860983211345606 0.2725160276360241 0.31995647026536084 7.951878456885411 8.356196163741984 8.544318194719716 0.5438249503062539 1.7455457140119073 0.27311277092549224 7.931403462808138
spec-57727-EG001201N232818B01_sp08-198.fits 0.36500000953674316 1.8269295859012196 0.20999999344348907 nan nan nan nan sdB -3.121 0.33899998664855957 4.558228421803325 0.009621028769781093 5.35099983215332 0.07199999690055847 0.5400057719318055 0.6214948492016232 0.7059584420644409 1.889476736526509 2.0078544744256694 2.128038868054619 0.26962336540381004 0.2976961191688167 0.32749695238641086 8.006793727200208 8.09868794920043 8.208419928858055 0.6237936414963254 2.0820311886324765 0.29479341093745826 8.08401438519219
spec-55876-B7603_sp15-216.fits 0.3630000054836273 1.0382226383687185 0.1889999955892563 nan nan nan nan sdB -4.022 0.4869999885559082 4.383456296524753 0.0014345000058011016 5.440000057220459 0.03500000014901161 0.37537993816248466 0.4465571440251942 0.5183240091005648 1.1014913323158981 1.2059146470029096 1.3486353775077058 0.1974240160604332 0.21752291147350714 0.24397636095018804 8.399655798737461 8.49492288665247 8.54840270927451 0.43716154856479716 1.1511874334403545 0.21074174504439935 8.504175744149736
spec-58100-GACII006N52B1_sp03-055.fits 0.36399999260902405 1.3550873800749041 0.18700000643730164 nan nan nan nan sdB -2.561 0.1509999930858612 4.464936429121733 0.005179924029271244 5.456999778747559 0.05700000002980232 0.44369284437016104 0.5357282176933712 0.6004643692577906 1.4371950747918865 1.5761334946102699 1.6804657440404256 0.18760260550869498 0.22069284876379622 0.25620678798611435 8.134262775101758 8.365082425696883 8.553556245577909 0.5593722923536182 1.596129270475514 0.22343284262974616 8.129580805361973
spec-58100-GACII006N52B1_sp05-186.fits 0.3109999895095825 1.4572761860613257 0.16599999368190765 nan nan nan nan sdB -3.04 0.5770000219345093 4.515476441382376 0.006053899896335258 5.48199987411499 0.06599999964237213 0.5114456947477812 0.5850841992918528 0.6545459045364076 1.6596173430268673 1.770321060097933 1.848781151500735 0.21913360035032514 0.24662953859287823 0.2693665286384122 8.028027579201488 8.193776655030659 8.310978356742627 0.596765607858295 1.8044076702829104 0.24960346046261073 8.03331646828647
spec-58043-GACII000N48B1_sp13-047.fits 0.9340000152587891 1.9070833661150266 0.4909999966621399 nan nan nan nan sdB -1.566 0.05900000035762787 4.393399695293102 0.002450680725679215 5.019999980926514 0.03400000184774399 0.4831662790854661 0.542596985042281 0.5979293871108198 1.5977976169661388 1.661237026442809 1.7116054079985812 0.3137586682798302 0.3493066359725839 0.37865981788182046 8.152820047889145 8.324786143514501 8.408311060149579 0.542847117372159 1.6627089288635473 0.3548476490223743 8.32889049898399
spec-56978-EG001639N015102M01_sp08-166.fits 0.5929999947547913 1.552108260147983 0.23600000143051147 nan nan nan nan sdB -3.323 0.06499999761581421 4.463743721247059 0.0022336470387636967 5.474999904632568 0.04699999839067459 0.2439859689919561 0.46125701431193883 0.5892254181632027 1.5806246768716314 1.737567547755936 1.8405878903209962 0.04990807799546655 0.21044623276862712 0.31446600872833363 8.24253999170527 8.391290195751798 8.49715680905029 0.23525687332471068 1.7489726175293776 0.21282064193038674 8.404718134737312
spec-57695-M31007N41M1_sp10-178.fits 0.22699999809265137 1.3807176232753176 0.23100000619888306 nan nan nan nan sdB -2.709 0.26100000739097595 4.4252080511386565 0.010317800359998422 5.066999912261963 0.05900000035762787 0.48039142375947946 0.5422654639289681 0.6029727210241491 1.6328337830321842 1.7409024167541043 1.8332224219351099 0.3269353580703451 0.361472712375035 0.3940574794903902 8.14962671488021 8.26905206945228 8.356405381418924 0.5454927937029148 1.7497920029829146 0.36190185227775096 8.30440566229057
spec-56266-M31007N41B1_sp10-033.fits 0.5220000147819519 1.4690263077508614 0.25600001215934753 nan nan nan nan sdB -2.407 0.12200000137090683 4.424554976606713 0.008414314267692508 5.335999965667725 0.04100000113248825 0.43661831188767686 0.5088352778620686 0.5723221657477491 1.413364913583129 1.4986619426487406 1.6314750377525191 0.2298347517087156 0.25643331410786735 0.27937936708769995 8.246800530065197 8.373535331978768 8.466320483595423 0.5100397144226089 1.478235922384262 0.2595851188592035 8.400685221342908
spec-58100-GACII006N52B1_sp05-166.fits 0.41999998688697815 1.289856402709257 0.20800000429153442 nan nan nan nan sdB -2.434 0.05900000035762787 4.425044874551389 0.0027656981246013774 5.423999786376953 0.029999999329447746 0.2362434070338544 0.37074829337928134 0.6041471195045999 1.6016423979960472 1.7248914269992865 1.7928666417619799 0.18476573874135413 0.24002622384393474 0.30567896343825623 8.367400570114299 8.455097624186019 8.536241556688946 0.23312776946969282 1.7270777846523266 0.23735724678361336 8.459666052529146
spec-56266-M31007N41B1_sp03-101.fits 0.7870000004768372 1.671283948625015 0.24699999392032623 nan nan nan nan sdB -2.407 0.09399999678134918 4.481729196960016 0.0031398357603864115 5.546999931335449 0.054999999701976776 0.38091726906381995 0.5178406186670184 0.6001442043947444 1.5547757908034037 1.6724465939204365 1.797819304478239 0.18082898808733464 0.2348218377318411 0.3189559566337313 8.218731783603115 8.409997901480162 8.555485051342378 0.5435804504106232 1.6682702276107744 0.2307423685123141 8.208591398175278
spec-58076-GACII005N56M1_sp08-160.fits 0.4309999942779541 1.443513319323485 0.14399999380111694 nan nan nan nan sdOB -1.337 0.10199999809265137 4.544316141747427 0.006889802000478902 5.758999824523926 0.12600000202655792 0.4752699931099032 0.5538225864434931 0.6338290152358725 1.7082895831172988 1.8258727189326396 1.9151729048923685 0.20599896806237658 0.23417757360930574 0.2770236760646537 7.996982974958561 8.234155412831468 8.313184547712746 0.5466720944240802 1.8452333616059855 0.22602590304782383 8.299252552485067
spec-56919-EG001605N080655B01_sp13-198.fits 0.31299999356269836 1.3928903207033465 0.18700000643730164 nan nan nan nan sdB -2.786 0.22499999403953552 4.472756449317212 0.0026241438261488327 5.390999794006348 0.05299999937415123 0.4651794116505464 0.5437470414618166 0.6211611570106754 1.5091569940165452 1.6487053954778133 1.7732129604821887 0.23983951638432527 0.27308962156779826 0.3032771754352965 8.047380927337674 8.246921187083414 8.407956650506785 0.5285863759924377 1.6932233488059056 0.2777870908092666 8.053835559648746
