 name mass_lei log_L_lei radius_lei mass_true log_L_true radius_true age_true he_class log_he log_he_err log_Teff log_Teff_err log_g log_g_err mass_low mass mass_up
 star0 nan nan nan 0.34694297066812874 0.5145076898588682 0.09279534486665054 8.871861627436736 nan -0.42601183707150697 0.1 4.406190407834061 0.013 6.0432733398261655 0.1 0.34865308957776203 0.36151710095969997 0.3761462532385228
 star1 nan nan nan 0.3555647747875996 0.6884320165058947 0.16443592973895066 8.915874229989306 nan -0.7782035756697875 0.1 4.325436225455281 0.013 5.5569929204847215 0.1 0.3562294153949451 0.37653868517500744 0.3989966733126168
 star2 nan nan nan 0.3684350784853148 0.8341642877346661 0.20477102650225223 8.906306420326322 nan -0.6021638091784628 0.1 4.314233398675814 0.013 5.381891584956123 0.1 0.3623324052395312 0.38685829545064554 0.4128082210698847
 star3 nan nan nan 0.37134861774291295 0.9019573614847405 0.15800215339308055 8.884296018937018 nan -0.7781512530451667 0.1 4.387484417831414 0.013 5.610523427111555 0.1 0.37081280146072404 0.40476925935420294 0.4357568281528034
 star4 nan nan nan 0.3830714149726925 1.0508955308224688 0.1440106372575657 8.872685041822574 nan -0.42600878867755937 0.1 4.444853177049811 0.013 5.704558228818635 0.1 0.3943670894982429 0.440805280307258 0.4859610162734549
 star5 nan nan nan 0.3962320792241455 0.9387873963037475 0.22961800855035328 8.724704450499889 nan -0.9700732269102449 0.1 4.315520456488112 0.013 5.314005368631447 0.1 0.3788670832253567 0.4120544233933872 0.4444122153716249
 star6 nan nan nan 0.42617482408719465 1.1967767461635372 0.1355404374671172 8.71724316566043 nan 0.35190875047528675 0.1 4.494486325460688 0.013 5.80351765181466 0.1 0.3982228783376188 0.426354131351649 0.4532140429406376
 star7 nan nan nan 0.4204552143750764 1.2261257452975614 0.12799935466650128 8.722059751924585 nan 0.35206823391402264 0.1 4.514254126719751 0.013 5.847371810010984 0.1 0.4047011631060791 0.4423841609329971 0.4844036550296827
 star8 nan nan nan 0.43820441046937103 1.323776223080794 0.15052166000700898 8.682579036120758 nan -9.716010929161672e-05 0.1 4.503471136587448 0.013 5.724546373206277 0.1 0.4307965192945704 0.47609094935759655 0.5237728415317354
 star9 nan nan nan 0.45492629070468926 1.081966674769062 0.12907369324656187 8.43457575475257 nan -0.00010730056357701179 0.1 4.476399380671547 0.013 5.874333189415613 0.1 0.3841819908896562 0.42300499723458435 0.457477763732963
 star10 nan nan nan 0.47784339607282816 1.179591585807036 0.3490881624872406 8.418964911055129 nan -0.778179688353954 0.1 4.284756915773444 0.013 5.03148297117793 0.1 0.3965231205699958 0.43549895881886835 0.4791266664624781
 star11 nan nan nan 0.5278433960728282 1.897961600238549 1.9681860746078383 8.417902676299203 nan -0.6021144086381037 0.1 4.088783903120216 0.013 3.5724404102185146 0.1 0.48158116098449544 0.532814236788935 0.6013261600198968
 star12 nan nan nan 0.4920926251804527 1.2845846308669937 0.12969014951305655 8.376347205736081 nan 0.35200748393563575 0.1 4.526019242684388 0.013 5.904300501908498 0.1 0.406683772125616 0.4525889687569607 0.497035260171398
 star13 nan nan nan 0.5047564257234457 1.3779095417614868 0.13240691717897063 8.408154347826612 nan 0.9070946866557834 0.1 4.54484862885633 0.013 5.897328135607431 0.1 0.4284415607844211 0.5079218299168144 0.5881858905011592
 star14 nan nan nan 0.5681615457647644 1.6433179315776718 1.2698762284899716 8.433604747019272 nan -0.7781872189509376 0.1 4.120275366590158 0.013 3.985016676876512 0.1 0.4772491481848712 0.5376087504897982 0.5883553650687383
 star15 nan nan nan 0.5125527303309678 1.634709095949609 0.1292871035843542 8.470496215077006 nan 0.9072593368990939 0.1 4.614226251381947 0.013 5.924695766467914 0.1 0.4935489387865693 0.55307911146848 0.6926552926700318
 star16 nan nan nan 0.5458825886399468 1.8091623841300668 0.37479940824164354 8.428938020876373 nan -0.6020873565046505 0.1 4.426717728203202 0.013 5.027569076615259 0.1 0.5226431020039488 0.5910915096503848 0.6700747593740536
 star17 nan nan nan 0.5419129802262441 1.718957879481393 0.3547875594235579 8.402883816767357 nan -1.2041253062727137 0.1 4.416081858827071 0.013 5.072060415021133 0.1 0.5549458567348398 0.6359555051521305 0.7062482587859968
 star18 nan nan nan 0.5613153537241602 1.803578778661841 0.1702718993842779 8.373793482578945 nan -5.396929272143012e-05 0.1 4.596649784790284 0.013 5.7249885877630575 0.1 0.49672909877036714 0.6007767461160886 0.7298784075881355
 star19 nan nan nan 0.570328245981875 1.612991637259406 0.27044834018032854 8.247869365816944 nan -0.9700401675163487 0.1 4.448532329549381 0.013 5.330023867426295 0.1 0.4961686508798963 0.5560106331229153 0.6265050143116775
 star20 nan nan nan 0.583366375800255 1.726198390744877 0.22693499225788608 8.261683151681813 nan -0.6020612402280072 0.1 4.514925444559424 0.013 5.492206086612975 0.1 0.5429334256580187 0.6207201513416165 0.708270283990471
 star21 nan nan nan 0.5976759124136658 1.9562760131904025 0.21474116564139445 8.290366295618687 nan -0.7781546404900146 0.1 4.584437930637959 0.013 5.550702768148165 0.1 0.6105559950722428 0.673065284966879 0.7887715237173899
 star22 nan nan nan 0.6113355847896136 1.74901823805152 0.303550791663634 8.178279935701458 nan -1.2041211922687274 0.1 4.457465455017633 0.013 5.25988456365118 0.1 0.5275922103175654 0.5995280384054877 0.664549183159895
 star23 nan nan nan 0.6280256656906141 1.661291079370793 0.24889757771279425 8.056358544128699 nan -0.7781567571045619 0.1 4.4786390152512565 0.013 5.444003679735445 0.1 0.5013735826712107 0.5650893566504613 0.6333972083043853
 star24 nan nan nan 0.645405913460958 1.708027242334682 0.28308136107432563 8.035368458251735 nan -0.7781614109683028 0.1 4.462377753488181 0.013 5.3440780174538975 0.1 0.5027857593034438 0.5663270121152396 0.6461146374084977
 star25 nan nan nan 0.6627324356421013 1.8293479263019483 0.30095496642921893 8.071890911589774 nan -0.6020760842364928 0.1 4.479412804733225 0.013 5.302402824682199 0.1 0.521320291375411 0.6092572820842086 0.7012581396201312
 star26 nan nan nan 0.6719589670069289 1.783172194534056 0.22661388547012185 7.99328848218459 nan -0.6020640903223872 0.1 4.529476370480588 0.013 5.554837346750556 0.1 0.5370008826212576 0.6179811957786525 0.7017045962951682
 star27 nan nan nan 0.6858977892567218 1.9046883586328205 0.2624444544486021 8.036122087295722 nan -0.6020643770058985 0.1 4.5279799698939005 0.013 5.436252229586587 0.1 0.5726165259051063 0.6563443216547158 0.7451669505680661
 star28 nan nan nan 0.7033868657290232 1.9977529474033808 0.28513367368802134 8.043926482161083 nan -0.42597944477610006 0.1 4.533240562480855 0.013 5.375164862614389 0.1 0.585845350909186 0.6642021254222881 0.7507459126956522
 star29 nan nan nan 0.7255045063365373 1.899893169327292 0.20027155604802083 7.924702448757128 nan -3.3252870141726494e-05 0.1 4.585490236680887 0.013 5.695469197292065 0.1 0.5207054827798956 0.6070126177073877 0.7076914878626834
 star30 nan nan nan 0.7298067751836618 1.9254607353780775 0.18730123182534356 7.914598337106547 nan -1.4795216786764541e-06 0.1 4.606421447470649 0.013 5.756194250912192 0.1 0.49634103630635745 0.604939371796362 0.741760307852185
