428002010  94.7627 20.5127    31  29071 4.9 -0.65   0 O
499212087 172.9554 34.6836    24  17301 4.4  0.21   0 O
497210035  90.9423 22.4184   103  18596 4.7  0.04   0 O
380704124  31.6279 54.519    176  33063 4.9 -0.53   0 O
472809107 324.5772 34.3516    60  25217 4.8  0.09   0 O
165601249  92.2513 20.6405   156  34956 4.9 -0.53   0 O
510710035  90.9423 22.4184    82  18511 4.7  0.06   0 O
396315068 104.5697  9.7286    35  33915 4.9 -0.94   0 O
225003186 247.0938 27.4886   161  24673 5.4  0.18   0 O
128701029 108.01   11.559     87  21279 5.5  0.12   0 O
506610035  90.9423 22.4184   380  18529 4.7 -0.05   0 O
243412195 232.7933 10.2503    25  19838 4.6  0.17   0 O
209916235  77.3066 33.5034    64  20129 4.8  0.0    0 O
535709065  67.2615 52.0816    59  17390 4.6  0.1    0 O
 14709146  26.7943 30.537     42  19450 4.7  0.08   0 O
219713039 143.1915  8.2718    33  28084 5.0 -0.61   0 O
 40111242 101.5552 11.4647   194  19882 3.7 -0.91   0 O
202506130 201.1349 32.0726    30  19937 4.7  0.08   0 O
279514163   8.8291 41.1163    26  20408 4.7  0.12   0 O
501110035  90.9423 22.4184   146  18513 4.7  0.01   0 O
529009190  94.1962 24.0379    60  17145 4.7  0.05   0 O
565710176 231.78   10.2702    26  31565 4.8 -1.05   0 O
469311078  12.9229 58.8644   377  21363 4.3  0.09   0 O
490510035  90.9423 22.4184   429  18618 4.8 -0.02   0 O
 29601157  70.9094 50.8298    42  26873 4.8 -0.59   0 O
380305224 321.9492  2.5183    26  24857 4.6  0.17   0 O
418516195 146.9613 16.4588    22  24633 4.8 -0.51   0 O
165708095  94.3751 22.8531    58  18272 4.4  0.19   0 O
484413185 101.3834 11.6675    30  19866 4.7  0.11   0 O
264312040  29.005  40.0561   265  25268 5.6  0.32   0 O
509806246  94.5343 22.617    108  16960 4.7  0.06   0 O
508810035  90.9423 22.4184   300  18619 4.7 -0.04   0 O
265511138  51.9072 38.136    123  21518 5.5  0.15   0 O
206102115  96.7705 34.9693    85  21677 5.6  0.28   0 O
203816128  92.2328 15.7023    30  13516 1.7 -0.9    0 O
133410210 188.9631 42.3777    56  22910 5.5 -0.06   0 O
 89712115  82.083  34.4202    90  24139 4.6  0.2    0 O
  2416059  31.2144 60.215     26  22802 4.6  0.22   0 O
435515171  96.9006 18.2632   566  37903 5.5 -1.47   0 O
501102148  91.7607 21.4725    43  17376 4.7  0.06   0 O
485110035  90.9423 22.4184   394  18413 4.7 -0.07   0 O
299410010  73.8016 30.1657    30  17842 4.7  0.11   0 O
298407201  41.487  11.8375   191  28429 4.8  0.01   0 O
 38412088  63.4166 51.9022   105  17463 4.1  0.22   0 O
535716144  64.6485 52.865    193  35431 4.9 -0.77   0 O
125214119  76.7243 41.9076    28  29164 4.9 -0.63   0 O
127803056  87.849  29.2248    31  17823 4.5  0.13   0 O
537808228 211.4992 31.4098    80  21583 6.3  0.75   0 O
190216232  63.3492 44.3338    16  23261 5.0 -0.41   0 O
105910059 125.6094 39.6886    24  24940 4.9  0.33   0 O
257014199  72.4326 39.8524    87   7665 1.9 -0.89   0 O
399904141  92.2598 22.4244   401  28930 4.8 -0.67   0 O
284212135  83.6651 39.9195    61  17565 4.6  0.11   0 O
363106058  78.3955 44.233     29  31778 5.0  0.43   0 O
396904121  94.5308 12.0761    48  17915 4.7  0.09   0 O
524713078 104.3908 48.9243    42  15622 4.3  0.17   0 O
483202148  91.7607 21.4725    49  18325 4.6  0.12   0 O
 37901103 101.5552 11.4647   212  19046 3.7 -0.87   0 O
 28716214  59.1666 48.4322    39  17542 4.5  0.17   0 O
203716128  92.2306 15.703     49  14269 1.6 -0.78   0 O
286208133  85.7924 39.5204    88   9415 1.9 -0.91   0 O
241011003 290.1508 49.0544    41  18698 4.6  0.11   0 O
 36210196  92.2316 26.2584    24  18520 4.6  0.15   0 O
249715126  45.8948 29.2321    27  20667 4.8  0.09   0 O
 37011242 101.5552 11.4647   309  19315 3.6 -0.85   0 O
259711001  59.5576 42.0379   141   9012 2.1 -0.91   0 O
152511193 233.0136 42.9627    27  30712 4.8  0.29   0 O
555301143  93.1841 17.9873    57  14201 1.6 -0.81   0 O
 31314004 143.8009 31.1665    31  27636 4.8  0.13   0 O
198809068 124.0326 48.0641    84  19593 5.6  0.39   0 O
492402100 109.741   2.8875    41  18081 4.1 -1.08   0 O
157506158  12.949  27.0038    19  28313 4.9 -0.1    0 O
148604206 163.5772 49.8333    86  33981 5.0 -0.48   0 O
451116183 157.6127 15.4301    21  20106 4.8  0.14   0 O
243908043  46.5589 55.2354    28  16935 4.7  0.05   0 O
 42914056  98.101   4.7844   197  20862 4.0 -1.14   0 O
115902083  55.9919 29.6804    42  15334 4.2  0.15   0 O
 29913140 105.3212  7.4416   245  23563 4.8 -0.58   0 O
382216003 104.7693  6.1535    53  15658 4.2  0.19   0 O
274706123  85.5043 31.0455    78  17332 4.6  0.1    0 O
 19506036 125.8839 11.6119    22  27485 5.1 -0.59   0 O
342209165 244.8404 29.9183    19  27552 4.8  0.22   0 O
328115052 158.8191 40.354    225  26607 6.7  0.44   0 O
 42716149  83.361  42.2094    21  17992 4.4  0.18   0 O
235110137 266.7533 29.0844    51  28158 4.7  0.53   0 O
415502081 128.8982 19.7368    43  23105 5.5  0.41   0 O
 37103061 100.1203  9.8158    49  24568 4.8 -0.56   0 O
 27001157  70.9094 50.8298    30  24531 4.7  0.2    0 O
506613133  94.9283 23.9174   348  19082 4.2 -0.96   0 O
486307245  94.0825 21.0628   126  26788 4.8 -0.6    0 O
451409063 244.1304 -0.6481    30  31133 4.8  0.27   0 O
233003129 214.844  29.7806    29  29177 4.8  0.28   0 O
 27314075 102.8379 12.254     58   9089 1.8 -0.88   0 O
169414050  61.8426 53.5479    19  28324 4.7  0.23   0 O
342115041 195.5597 12.1397    22  29412 5.0 -0.64   0 O
437316172  92.7302 20.6032   135  17717 4.2  0.2    0 O
486309086  93.7182 24.5358    33  16591 4.4  0.15   0 O
 44401218  99.5847  2.3136    28  17788 4.5  0.15   0 O
 62809209  16.815  39.0712    19  24090 4.7  0.22   0 O
364906179  76.1686 43.2986    77  18400 4.7  0.02   0 O
295309106  70.7379 41.8366    65  12503 2.7 -1.87   0 O
397507109  61.094  37.4089    44  28387 4.9  0.24   0 O
 25409237  44.1674 53.9035    29  17215 4.5  0.14   0 O
555313173  94.6328 20.5927    78  19506 4.8  0.04   0 O
319005070 101.2845 21.3042    46  18283 4.1 -1.18   0 O
457006140 201.1349 32.0726    27  18475 4.6  0.13   0 O
469914020 318.4179 20.7155    72  18318 5.2  0.65   0 O
486310035  90.9423 22.4184   505  17798 4.6 -0.07   0 O
195815070  87.6944 20.9934    18  24537 4.8 -0.37   0 O
 39102228  72.4337 42.4449    32  16103 4.3  0.16   0 O
380809238  33.3554 54.8727   632  25476 4.8 -0.44   0 O
243916172  43.167  56.5927    23  17354 4.3 -0.87   0 O
380811217  31.0043 56.9034   248  17894 4.1 -0.97   0 O
284403100 143.8007 31.1668    24  30673 4.9 -0.57   0 O
 38507218  63.8338 48.5134    93  25235 2.9 -1.12   0 O
 40116073 100.2852 11.573     25  18852 4.5  0.17   0 O
448510114 182.2503 47.9152    27  21463 4.8  0.08   0 O
 23009209  16.815  39.0712    20  25289 4.7  0.18   0 O
316005166 131.3989 19.6971   240  20698 4.8 -0.02   0 O
 37804212 100.9918 13.6832    37  17649 4.2 -0.98   0 O
285501179  69.7342 34.6331    20  23016 5.0 -0.28   0 O
101315213  96.6501  4.3432    71   8525 2.1 -0.86   0 O
490513133  94.9283 23.9174   244  18988 4.2 -0.98   0 O
408814102  83.1137 29.948     72  22532 4.6  0.17   0 O
437304247  94.3274 18.9893    33   8201 2.0 -0.85   0 O
581009099 303.0862 46.5591    38  27086 4.7  0.24   0 O
527404229  98.025   5.9764    20  21906 4.6  0.18   0 O
490514112  90.7642 23.7937   529  12018 2.1 -1.01   0 O
157915244  57.0927 58.611     85   8338 2.0 -0.88   0 O
 36315234  93.9987 28.0848    33  17571 4.3  0.16   0 O
123112081  76.7028 41.242    117  15711 3.9 -1.01   0 O
252806031  81.7692 40.9454    20  27558 4.8 -0.56   0 O
559408016 216.4966 28.7877    57  30353 5.1  0.34   0 O
212102101  88.0931 26.8982    34  24859 4.6  0.19   0 O
  4508201  34.6993 57.098     37  15650 4.3  0.15   0 O
354406080 289.0895 48.4703   101  20159 4.0 -1.31   0 O
373010205 311.5527 35.5404   129  22094 4.1 -1.14   0 O
388712123  98.3328 12.5338    25  27206 4.7  0.2    0 O
379615120  35.5239 24.083     31  51926 4.8 -1.02   0 O
244012228  46.7676 57.4134    46  16180 4.2  0.16   0 O
362809050 296.5122 49.1333   432  25698 4.8 -0.59   0 O
380809036  32.4475 55.4262    53  16901 4.0 -1.18   0 O
167701062  79.0691 39.2492    28  16638 4.1 -0.91   0 O
188007106  54.6792 30.3888    35  27099 4.9 -0.54   0 O
409603121  55.247  51.1799    44  15864 4.4  0.12   0 O
171712088  89.9235 24.07      46  11757 1.7 -0.79   0 O
469515134 301.3588 32.1182    46  24079 4.8 -0.55   0 O
 14713190  27.7262 31.1297    36  22449 4.9 -0.09   0 O
 40511216  80.2598 39.8264    58  14391 1.4 -0.81   0 O
127701197  89.9023 26.6397    69  11462 1.7 -0.85   0 O
558514027  90.324  23.302     44  16626 4.4  0.12   0 O
 40012059  71.2824 42.6       31  21463 4.4  0.28   0 O
 40610051  98.7846 17.0312    22  15128 1.5 -0.81   0 O
244011204  44.9756 57.5013    25  18054 4.7  0.1    0 O
260912054 342.2812 56.698    155  25176 4.8 -0.56   0 O
 39404055 101.3106 13.3382   253   6931 2.6 -0.55   0 O
   415158  10.4128 42.1204    22  32947 5.1 -0.7    0 O
 44515202  99.3621  5.9315   100  10963 1.7 -0.83   0 O
529015195  92.5442 23.8364    48  25335 4.8 -0.53   0 O
302704157  74.7727 39.6317    69  30934 4.9 -0.64   0 O
526210131  34.7605  1.8494    78  15449 3.8 -1.05   0 O
255315103 323.5115 43.0163   181  14186 1.6 -0.82   0 O
546707163 253.9284 13.0301    76  21868 5.5  0.3    0 O
535915112 131.3986 19.6974   121  20547 4.9 -0.1    0 O
255001050  80.6208 34.2743    81   9175 1.8 -0.85   0 O
146809045 178.1407 50.6653    20  38450 5.0 -0.82   0 O
508814112  90.7642 23.7937   355  12439 2.4 -1.03   0 O
346201172 234.6305 29.9586    24  18394 4.3 -1.04   0 O
 68208215  59.9674  1.7024    28  19127 4.1 -1.12   0 O
449115138 204.543  43.2953    29  28794 4.7  0.25   0 O
414304206 163.5772 49.8333   157  34250 5.0 -0.48   0 O
490503249  91.4635 22.8098   314  17096 4.8 -0.04   0 O
298408084  41.412  13.4321    84  26575 4.7  0.2    0 O
386307217 109.893  11.8567    79  46430 4.8 -0.96   0 O
404506102  87.9809 13.398     45  27967 5.0  0.42   0 O
418016106 222.6224 48.3       17  21470 4.8 -0.05   0 O
275002142 343.0733 55.4683    19  23299 4.9 -0.49   0 O
558513133  94.9283 23.9174   387  19003 4.1 -1.01   0 O
218310021  95.2202 19.9449    42  16874 4.0 -1.03   0 O
116206211  91.1975 23.4044    38  25908 4.8 -0.56   0 O
205006060 135.7186 32.2211    19  37185 4.9 -0.86   0 O
206312160  44.3795 52.7664    68  18769 3.9 -1.23   0 O
297308031 169.6449 19.8297   110  22474 5.6  0.58   0 O
108401219  78.2492 48.96      45  15860 4.0 -0.89   0 O
279404206 163.5772 49.8333   120  34595 4.9 -0.52   0 O
203811013  92.3034 15.6719    26  12446 1.6 -0.8    0 O
 37101231 100.7763  7.6011    32  17709 4.5  0.13   0 O
476409178  21.1263  6.8164    30  29664 5.1  0.39   0 O
125108088  81.2869 40.961     83  29727 4.8 -0.63   0 O
364003092  65.9376 44.6047    80   8807 1.9 -0.88   0 O
169316242  63.8868 55.657     25  28774 4.7  0.19   0 O
545808061 103.2492 52.7138    37  21688 3.9 -1.25   0 O
407009045 173.1724 -3.703     23  26963 4.3  0.46   0 O
218609151  95.2525 -2.9422    32  20818 4.4 -0.9    0 O
236906092 216.2482  3.3287    23  29475 4.8  0.18   0 O
347008209 248.6472 26.3505    24  47673 4.8 -0.92   0 O
271308021  53.0066 35.0321    36  30785 4.8  0.29   0 O
195113107  87.3697 23.4561    19  17475 4.5  0.12   0 O
362709050 296.5122 49.1333   399  25658 4.8 -0.58   0 O
382607056   6.5283 44.5551    27  34478 5.0 -0.8    0 O
552715195  92.5442 23.8364    37  27917 4.8 -0.59   0 O
378813161 332.162  14.8195    62  45766 5.0 -1.03   0 O
545413133  94.9283 23.9174   591  19311 4.1 -1.04   0 O
 89406133  82.4725 32.316     40  10630 1.6 -0.84   0 O
 78915112 131.3986 19.6973    61  20015 4.8  0.02   0 O
254904014  80.452  36.5497    80   9181 1.8 -0.81   0 O
255614043  69.8402 28.5198    43  16048 4.2  0.15   0 O
123208012  76.0214 38.8101    70   9084 1.8 -0.86   0 O
506006102  87.9809 13.398     56  27230 5.2  0.31   0 O
 28006179  72.36   39.9832    85  10621 1.8 -0.88   0 O
409902200  93.309  24.2821    27  16892 4.4  0.16   0 O
133709100 237.937   0.4969    18  31832 4.8  0.05   0 O
580810064 232.0845 10.5089    30  30060 4.8  0.17   0 O
188009108  54.274  33.177     35  18490 4.1 -1.11   0 O
526308104  72.3172 46.3219    69  13500 1.7 -0.88   0 O
342803178 261.9516 16.7493   119  29242 5.8 -0.48   0 O
 89501156  79.8132 31.0184    63  16637 4.1 -1.0    0 O
275210180  66.2323 44.3171    25  20208 4.1  0.23   0 O
 34116182 152.5784 30.3412    19  17356 4.0  0.21   0 O
377914148  69.0612 56.8407    59  16296 3.9 -1.1    0 O
266201108  77.2372 16.6799    50  18978 3.9 -1.22   0 O
 75311209 334.6275 18.8024    26  31026 4.8  0.22   0 O
428003111  94.4888 23.0879   198  18680 2.4 -1.11   0 O
 74704076  98.4973 32.554     21  18908 4.3 -1.06   0 O
581601152 286.9189 42.3061   541  25548 4.8  0.18   0 O
118210151 104.1275 46.2773    16  17400 4.2  0.17   0 O
 28704159  60.7158 47.058     84  11000 1.7 -0.81   0 O
402814084  72.6153 15.9861    37  29929 4.8 -0.1    0 O
187306026  93.5066 33.491     37  28446 3.7 -1.32   0 O
472513038  60.6754 31.3971    35  30075 4.8  0.35   0 O
223707059 142.2338  6.2763    72  19261 5.5  0.61   0 O
248110154 305.2913 37.5766    83  13793 1.5 -0.76   0 O
 34810185 101.4348  5.7369    39  30212 4.7  0.1    0 O
243616160  82.8102 45.6306    63  15763 3.9 -1.05   0 O
148413175 256.5611 53.5913    37  14195 3.6  0.31   0 O
 42614101  81.3878 41.0549    25  32032 4.7  0.37   0 O
372211219 331.0762  0.2101    25  20836 4.3 -1.03   0 O
555304201  92.9782 20.307    294  27000 4.8 -0.48   0 O
110114093 181.6017 57.16      23  31874 4.9  0.3    0 O
218316028  95.8152 22.178     50  22653 4.6  0.2    0 O
 89711118  80.3772 34.7997    49  25772 4.8 -0.58   0 O
315907100  96.177  28.4963    18  28421 4.8  0.1    0 O
101414148  95.1238  4.1013    32  12293 1.6 -0.77   0 O
365504192 329.9068 39.1155    26  20105 4.0 -1.22   0 O
157904206  58.6388 58.5472    85  27458 4.8 -0.6    0 O
380811091  30.7498 56.2447   257  16907 4.0 -1.0    0 O
422401101 105.5233 13.6735    25  26792 4.8 -0.54   0 O
393111151  50.9154 51.8563    41  17946 4.0  0.21   0 O
462211151 231.0251 30.4799    20  48885 5.0 -0.1    0 O
458004157 243.5976 53.2347    47  16684 4.0 -1.07   0 O
448115194 111.9114 48.6176    19  29413 4.8  0.08   0 O
293411048  40.7225  6.796     18  21410 4.7  0.12   0 O
281105033 108.6558 26.7867    57  18863 4.2 -1.02   0 O
253904162 307.7511 43.3132    19   7931 2.1 -0.81   0 O
361710158  67.321  52.574     54  13230 1.5 -0.77   0 O
258908084  83.2683 30.0159    34  12237 1.6 -0.76   0 O
 40006115  72.6848 39.7139    42   9264 1.8 -0.82   0 O
  4913068  45.1153 54.0014    51   9483 1.7 -0.82   0 O
389404129 108.1528 13.1951    22  35064 5.0 -0.74   0 O
510706046  95.078  23.1109    48  18280 4.0 -1.08   0 O
143802076 255.657  24.5896    20  20785 4.4 -1.07   0 O
255612183  74.0866 30.2559    24  17316 4.3 -0.83   0 O
 30103162 102.5675  6.789     21  16052 4.5 -0.67   0 O
415703076  99.6279 13.0745    57  15828 3.9 -1.04   0 O
296805119  54.7692 39.453     32  17421 4.0 -0.95   0 O
484006144 340.0594  2.1089    28  19305 4.2 -1.21   0 O
555115195  92.5442 23.8364   119  23699 4.8 -0.48   0 O
555112235  94.2455 25.2572    84  19290 3.8 -1.23   0 O
431714232 129.0502 19.2989    18  30241 4.7  0.18   0 O
127702101  88.0937 26.8943    84  27073 4.8 -0.57   0 O
212107113  90.162  27.602     43   9360 1.8 -0.82   0 O
248110151 305.2571 37.6288   104  11264 1.7 -0.82   0 O
 42915162  99.111   6.0807    26  38753 4.7 -1.05   0 O
 89512064  81.1309 34.5613    59  16392 1.6 -0.75   0 O
 25503224  61.596  46.0053    31  18995 4.2 -0.95   0 O
372503172 321.3562  8.3199    26  27389 4.7  0.12   0 O
575016137 261.3888 52.5559    17  38148 5.0 -0.31   0 O
353606228 331.4816  5.96      21  53362 4.8 -0.91   0 O
558504203  93.2501 23.6022   139  24117 4.8 -0.33   0 O
 21003121 105.4496 28.5682    43  20883 4.3 -1.08   0 O
386203062 106.8275 14.0162    15  34013 4.9 -0.45   0 O
218205190  96.328  19.5384   112  17696 4.0 -1.0    0 O
486314112  90.7642 23.7937   603  11764 1.8 -0.91   0 O
529615195  92.5442 23.8364   215  25875 4.8 -0.57   0 O
 42901211  99.5052  2.4146   119  11682 1.6 -0.81   0 O
508814191  91.0272 23.5294   157  24478 4.7  0.02   0 O
 28013123  72.4465 41.4993    88  20861 4.2  0.24   0 O
 36906039  73.6837 47.2397    23  16587 4.1  0.14   0 O
483203249  91.4635 22.8098   256  17400 4.8 -0.01   0 O
 68108215  59.9674  1.7024    29  19832 4.1 -1.1    0 O
116714191  74.3274 34.2716    34  10794 1.7 -0.75   0 O
364016129  66.4936 46.4095    48  19647 4.3  0.22   0 O
297010070  83.3426 35.125    167  17439 4.2  0.17   0 O
 29614140  68.129  53.1767    34  13532 1.6 -0.76   0 O
182113038  60.6754 31.3971    37  32316 4.9  0.4    0 O
571510025 289.434   2.6982    25  10324 1.8 -0.93   0 O
486305169  92.8044 22.4168    39  18723 4.3 -1.05   0 O
364916250  72.3172 46.3219    38  12621 1.6 -0.76   0 O
364009033  69.0991 45.3482    47   7295 1.9 -0.78   0 O
244007189  47.5274 53.8394    28  15757 4.3  0.13   0 O
 26611083  47.5274 53.8394    23  17153 4.4  0.14   0 O
380816225  27.6943 56.4238    82  30205 5.0 -0.56   0 O
255612035  73.787  30.1056    30  17896 4.1 -0.96   0 O
363615074  21.6545 16.1365   167  26565 6.1  0.45   0 O
484309190  67.5833  6.4453    47  14202 4.1  0.14   0 O
509814112  90.7642 23.7937   392  10590 1.8 -0.9    0 O
306908165  31.2653 46.2644   277  23160 4.8 -0.07   0 O
121905203 198.2033 17.6838    25  29403 4.8  0.03   0 O
523215112 131.3989 19.6971    56  19119 4.4 -0.89   0 O
436516116 101.7066 13.6071   189  19948 3.9 -1.17   0 O
344010109 220.4305 46.114     17  32287 4.8 -0.48   0 O
393716147  70.993  51.5943    23  16612 4.2  0.19   0 O
263412004 337.3867 -0.8063    24  31615 4.8  0.21   0 O
 42913097 101.3924  4.784     26  26888 4.8 -0.57   0 O
 15302097  30.5077 56.7284    28  19889 4.1 -1.22   0 O
459004161 266.9138  0.9271    48  37063 4.9  0.44   0 O
250804243  74.3629 19.2838    60  17834 3.8 -1.2    0 O
123304123  75.1438 39.4801    16  11561 1.6 -0.82   0 O
417116182  92.16   19.5446    29  14368 1.6 -0.75   0 O
296903173  65.725  36.5525    44  17068 3.8 -1.14   0 O
210608106  86.507  21.4407    83  18195 3.9 -1.19   0 O
 44502036  98.1376  3.229     40  20546 4.6  0.13   0 O
289912098  85.6066 36.9791    48  16624 4.0 -0.95   0 O
485103249  91.4635 22.8098   350  17415 4.8 -0.01   0 O
279115028  81.4441 22.0581    51  18076 3.8 -1.18   0 O
568416221 265.6767 44.5037    26  34427 5.1  0.42   0 O
161401152 286.9189 42.3061   235  26554 4.9  0.28   0 O
293014196  86.7742 22.5694    33  11641 1.7 -0.75   0 O
572801195 294.6359 46.0664   200  28141 5.5  0.14   0 O
317915162  99.3089 42.3817    27  29272 4.8  0.13   0 O
384203051  26.809   2.6293    55  31308 5.2  0.27   0 O
333112207 158.8191 40.354     64  20918 3.8 -1.26   0 O
 36916103  70.7606 49.0222    57  14977 4.0 -0.93   0 O
 43612033 183.4848 32.9425    17  18282 1.6 -0.72   0 O
 36302015  93.7488 25.3214    38  11988 1.7 -0.82   0 O
 67906243  85.4247 26.8987    23   5447 2.1 -0.78   0 O
268907222 100.0066 -4.6987   140  15546 1.6 -0.78   0 O
 89613225  81.8761 33.1215   460  21653 4.8 -0.48   0 O
302705206  74.4227 38.2645    35  20291 4.3 -0.93   0 O
486808075  94.411  22.8648   348  23570 4.8 -0.44   0 O
175014117 103.8877 21.3942    17  26321 4.8 -0.51   0 O
275203157  67.5617 45.3761    47  16694 4.0 -1.02   0 O
266214236  74.3629 19.2838    35  18817 3.8 -1.22   0 O
213614096  78.4194 38.0862    28  18367 4.7  0.09   0 O
470206133  68.4219 46.0506    43  16217 1.6 -0.74   0 O
552703018  92.2686 22.7654   231  16250 4.5 -0.63   0 O
273705179 114.6384 33.2541    30  54310 4.7 -0.99   0 O
483205123  93.3129 22.3366    19  19437 4.3 -0.92   0 O
469312180  16.3099 59.0416    78  17979 4.0 -1.05   0 O
506111187 308.5992 43.8131    51  10209 1.8 -0.73   0 O
392702198 119.2993 13.7523    18  34047 4.9 -0.53   0 O
529606046  95.078  23.1109    45  19276 4.1 -1.17   0 O
218403185  96.4287 19.9986    28  17897 4.1 -0.99   0 O
125107200  81.8425 39.8046    21  29852 4.7  0.21   0 O
 34814205 101.6018  7.3158    95  15272 4.1  0.12   0 O
160802166 297.2007 44.5402    24  34062 4.9  0.36   0 O
354115149  62.2379 55.8978    71  21759 4.8 -0.48   0 O
165610143  90.4399 22.8735    32   7502 2.0 -0.83   0 O
 73709021  91.7749 26.6857    23  10269 1.7 -0.79   0 O
250715160 305.7045 39.6948    42  15778 4.3  0.13   0 O
251114014  47.6659 56.9481    26  25866 4.8 -0.58   0 O
529608075  94.411  22.8648   373  23776 4.8 -0.43   0 O
577108022 311.2668 35.4005    66  26825 4.8 -0.56   0 O
110614150  79.8581 58.1202    17  17261 4.2  0.27   0 O
321102181  86.776  40.1396    38  26217 4.8 -0.45   0 O
 57209184  66.4153 -2.098     30  16842 4.3  0.15   0 O
157907004  59.7477 56.1868   168  54105 3.9 -1.18   0 O
354107202  65.2382 53.0193    34  28232 4.8 -0.6    0 O
361714117  66.6037 54.3619    42  17592 3.9 -1.08   0 O
354112064  63.9438 56.6336   142  28943 4.8 -0.6    0 O
 87309130  80.5719 47.5522    34  27711 4.8 -0.57   0 O
302705174  74.6806 39.0129    21  31443 4.8  0.22   0 O
 44305048  99.465   3.6207    23  25558 4.6  0.2    0 O
 78608160 121.6171 32.5165    37  27566 4.9 -0.43   0 O
581708073 288.8152 43.6744   194  21694 5.6  0.36   0 O
 43414117  77.5828 38.1633    23  17439 4.6  0.11   0 O
320010058  82.3414 35.0779    89  14842 1.6 -0.8    0 O
263710044  61.5959 46.0053    45  17797 4.1 -0.95   0 O
501108075  94.411  22.8648   140  24475 4.8 -0.48   0 O
123414241 106.8305 31.4348   125  18251 4.3  0.16   0 O
204014167  89.9235 24.07      34  12268 1.7 -0.76   0 O
 36916211  68.8512 49.0141    25  15420 4.2  0.13   0 O
510715191  92.601  23.9796   557  18446 4.3 -0.8    0 O
165507185  45.3667 30.2602    34  54648 4.8 -0.98   0 O
271101188  89.636  13.9652    54  15579 3.8 -1.05   0 O
165715210  92.652  24.3134   114  15620 1.6 -0.8    0 O
525408075  94.411  22.8648   108  21621 4.4 -0.87   0 O
251011144  19.9409 57.2324    49  15350 3.8  0.25   0 O
105114166  83.4053 31.8336    30  12599 1.6 -0.72   0 O
 38513243  64.1324 50.7214    48  28471 4.8 -0.58   0 O
 59005102  80.2422 33.1432    25  15866 4.7  0.02   0 O
255705051 104.4997 -0.5978   114  27515 4.8 -0.61   0 O
  4611216  33.6648 60.9717    23  16281 4.4  0.12   0 O
248116204 304.628  39.9254   142  13820 1.5 -0.78   0 O
197914003  59.0952 35.1051    30  25003 4.8 -0.54   0 O
497212235  94.2455 25.2572   188  19367 4.1 -1.25   0 O
473705072  48.9115 38.3789    26  17269 4.0 -1.01   0 O
497208075  94.411  22.8648   455  23298 4.8 -0.43   0 O
177303059  93.0702 35.4087    78  15937 4.3  0.12   0 O
 89709154  80.6924 33.4223   189  38662 4.6 -1.05   0 O
387309021 101.7968 13.3703    26  31293 4.9 -0.63   0 O
354106183  65.4829 54.3244   104  24343 4.8 -0.53   0 O
203812115  94.6379 15.2798    55  35296 4.7 -1.03   0 O
552708075  94.411  22.8648   149  23850 4.8 -0.48   0 O
486814112  90.7642 23.7937   624  12087 1.8 -0.92   0 O
268114178 123.5283 20.3171    49  19243 4.0 -1.16   0 O
461305236 293.6717 27.5566    53  18531 4.1  0.22   0 O
 61609187  86.8712 33.8329    26  16294 4.3  0.13   0 O
330903139  89.507  19.3774    38  14931 1.6 -0.76   0 O
537411038  93.6496 25.5598   123  23867 4.8 -0.5    0 O
